Date,Close/Last,Open,High,Low
09/22/2023,13211.81,13287.17,13353.22,13200.64
09/21/2023,13223.98,13328.06,13362.23,13222.56
09/20/2023,13469.13,13710.26,13727.81,13467.28
09/19/2023,13678.19,13649.44,13705.15,13578.87
09/18/2023,13710.24,13669.96,13751.28,13663.46
09/15/2023,13708.33,13889.20,13895.75,13684.24
09/14/2023,13926.05,13889.76,13957.57,13810.66
09/13/2023,13813.59,13822.32,13868.57,13733.82
09/12/2023,13773.61,13858.94,13913.60,13763.69
09/11/2023,13917.89,13884.03,13937.47,13805.13
09/08/2023,13761.53,13754.71,13843.37,13733.18
09/07/2023,13748.83,13675.11,13774.63,13642.47
09/06/2023,13872.47,13988.81,14001.95,13802.42
09/05/2023,14020.95,13994.54,14060.85,13945.65
09/01/2023,14031.81,14129.96,14149.62,13982.42
08/31/2023,14034.97,14041.54,14114.67,14010.48
08/30/2023,14019.31,13961.77,14050.82,13924.20
08/29/2023,13943.76,13687.23,13959.81,13677.06
08/28/2023,13705.13,13695.36,13735.98,13626.64
08/25/2023,13590.65,13514.37,13633.42,13376.35
08/24/2023,13463.97,13834.31,13834.69,13462.84
08/23/2023,13721.03,13532.43,13757.00,13532.43
08/22/2023,13505.87,13593.95,13598.77,13484.38
08/21/2023,13497.59,13347.26,13516.86,13325.59
08/18/2023,13290.78,13190.02,13335.87,13161.76
08/17/2023,13316.93,13527.30,13535.09,13303.45
08/16/2023,13474.63,13593.17,13644.32,13473.03
08/15/2023,13631.05,13760.48,13774.98,13611.93
08/14/2023,13788.33,13599.00,13789.16,13582.49
08/11/2023,13644.85,13653.46,13720.33,13609.98
08/10/2023,13737.99,13818.25,13947.16,13686.51
08/09/2023,13722.02,13897.61,13898.54,13698.39
08/08/2023,13884.32,13875.45,13899.74,13769.34
08/07/2023,13994.40,13972.45,13997.15,13864.92
08/04/2023,13909.24,14105.16,14119.22,13897.93
08/03/2023,13959.72,13899.76,14032.28,13881.35
08/02/2023,13973.45,14132.73,14133.85,13914.81
08/01/2023,14283.91,14274.93,14309.21,14215.64
07/31/2023,14346.02,14337.90,14370.91,14292.75
07/28/2023,14316.66,14199.83,14344.35,14188.10
07/27/2023,14050.11,14319.16,14360.20,14006.92
07/26/2023,14127.28,14123.52,14187.35,14041.95
07/25/2023,14144.56,14093.24,14201.91,14092.52
07/24/2023,14058.87,14081.63,14110.15,13997.13
07/21/2023,14032.81,14148.18,14179.01,14020.45
07/20/2023,14063.31,14273.29,14309.92,14030.62
07/19/2023,14358.02,14398.53,14446.55,14317.09
07/18/2023,14353.64,14212.25,14396.69,14176.11
07/17/2023,14244.95,14149.92,14274.41,14138.01
07/14/2023,14113.70,14166.66,14232.11,14081.96
07/13/2023,14138.57,14021.15,14163.80,14012.24
07/12/2023,13918.96,13915.64,13963.45,13842.13
07/11/2023,13760.70,13709.81,13774.83,13643.32
07/10/2023,13685.48,13645.37,13692.41,13584.87
07/07/2023,13660.72,13668.07,13804.51,13656.73
07/06/2023,13679.04,13653.17,13689.52,13567.25
07/05/2023,13791.65,13772.10,13844.50,13764.25
07/03/2023,13816.77,13798.70,13839.09,13773.41
06/30/2023,13787.92,13719.98,13816.68,13716.16
06/29/2023,13591.33,13592.36,13618.53,13540.26
06/28/2023,13591.75,13506.02,13654.14,13495.73
06/27/2023,13555.67,13389.25,13578.80,13366.97
06/26/2023,13335.78,13468.74,13573.57,13334.42
06/23/2023,13492.52,13484.10,13572.19,13442.65
06/22/2023,13630.61,13443.41,13631.85,13441.56
06/21/2023,13502.20,13620.87,13638.57,13460.94
06/20/2023,13667.29,13642.29,13711.18,13561.84
06/16/2023,13689.57,13859.07,13864.06,13680.95
06/15/2023,13782.82,13572.88,13828.17,13561.37
06/14/2023,13626.48,13570.56,13661.74,13455.99
06/13/2023,13573.32,13566.52,13594.40,13473.19
06/12/2023,13461.92,13326.37,13465.91,13302.58
06/09/2023,13259.14,13312.39,13385.95,13229.33
06/08/2023,13238.52,13113.27,13248.60,13101.18
06/07/2023,13104.89,13295.26,13361.90,13089.48
06/06/2023,13276.42,13199.59,13306.21,13165.65
06/05/2023,13229.43,13238.48,13330.65,13194.95
06/02/2023,13240.77,13190.48,13256.21,13125.86
06/01/2023,13100.98,12944.46,13141.83,12903.63
05/31/2023,12935.29,12968.38,13029.08,12889.37
05/30/2023,13017.43,13109.10,13154.29,12968.12
05/26/2023,12975.69,12736.42,13001.91,12729.74
05/25/2023,12698.09,12706.44,12736.92,12604.89
05/24/2023,12484.16,12481.89,12529.63,12415.85
05/23/2023,12560.25,12652.88,12709.74,12554.43
05/22/2023,12720.78,12664.44,12756.22,12655.26
05/19/2023,12657.90,12709.46,12731.73,12624.06
05/18/2023,12688.84,12513.87,12698.50,12512.26
05/17/2023,12500.57,12388.58,12514.07,12335.02
05/16/2023,12343.05,12327.05,12403.81,12324.52
05/15/2023,12365.21,12367.69,12376.40,12263.35
05/12/2023,12284.74,12350.52,12364.65,12209.58
05/11/2023,12328.51,12321.26,12347.38,12255.44
05/10/2023,12306.44,12286.66,12337.69,12180.86
05/09/2023,12179.55,12195.78,12216.13,12174.06
05/08/2023,12256.92,12231.68,12264.99,12178.26
05/05/2023,12235.41,12073.03,12264.83,12065.72
05/04/2023,11966.40,11997.34,12033.15,11925.37
05/03/2023,12025.33,12097.04,12212.55,12022.46
05/02/2023,12080.51,12198.02,12206.58,12015.23
05/01/2023,12212.60,12210.05,12261.32,12181.08
04/28/2023,12226.58,12117.54,12227.72,12082.57
04/27/2023,12142.24,11972.15,12154.01,11950.92
04/26/2023,11854.35,11913.23,11967.99,11833.07
04/25/2023,11799.16,11968.81,11990.46,11798.77
04/24/2023,12037.20,12053.47,12103.58,11960.30
04/21/2023,12072.46,12046.03,12097.15,11986.82
04/20/2023,12059.56,12039.08,12155.96,12011.95
04/19/2023,12157.23,12063.68,12191.10,12060.17
04/18/2023,12153.41,12234.56,12245.43,12110.23
04/17/2023,12157.72,12108.23,12159.02,12064.10
04/14/2023,12123.47,12117.91,12205.72,12026.55
04/13/2023,12166.27,11997.42,12178.80,11995.94
04/12/2023,11929.34,12110.87,12134.50,11916.54
04/11/2023,12031.88,12080.24,12091.27,12011.40
04/10/2023,12084.35,11975.13,12084.95,11924.20
04/06/2023,12087.96,11939.08,12098.50,11898.36
04/05/2023,11996.86,12081.76,12086.75,11931.85
04/04/2023,12126.33,12208.49,12224.68,12081.81
04/03/2023,12189.45,12146.09,12196.34,12086.52
03/31/2023,12221.91,12031.54,12227.93,12030.44
03/30/2023,12013.47,12010.45,12044.79,11953.37
03/29/2023,11926.24,11855.59,11941.60,11823.35
03/28/2023,11716.08,11752.76,11752.76,11635.03
03/27/2023,11768.84,11868.54,11903.21,11739.05
03/24/2023,11823.96,11747.62,11826.23,11670.67
03/23/2023,11787.40,11811.32,11962.69,11684.52
03/22/2023,11669.96,11857.50,12013.99,11666.85
03/21/2023,11860.11,11764.79,11879.16,11724.91
03/20/2023,11675.54,11614.39,11695.55,11550.69
03/17/2023,11630.51,11696.34,11773.11,11562.63
03/16/2023,11717.28,11384.87,11733.80,11365.49
03/15/2023,11434.05,11397.35,11447.90,11238.44
03/14/2023,11428.15,11357.73,11467.02,11284.93
03/13/2023,11188.84,11041.46,11326.73,10982.80
03/10/2023,11138.89,11325.36,11373.81,11093.86
03/09/2023,11338.35,11578.31,11667.12,11319.98
03/08/2023,11576.00,11553.09,11601.23,11487.75
03/07/2023,11530.33,11670.98,11705.96,11512.03
03/06/2023,11675.74,11736.87,11827.92,11667.48
03/03/2023,11689.01,11524.65,11699.63,11514.74
03/02/2023,11462.98,11273.77,11487.59,11273.61
03/01/2023,11379.48,11447.58,11479.00,11349.87
02/28/2023,11455.54,11451.05,11548.23,11435.39
02/27/2023,11466.98,11517.19,11565.23,11444.60
02/24/2023,11394.94,11404.18,11434.36,11334.47
02/23/2023,11590.40,11636.93,11638.98,11432.58
02/22/2023,11507.07,11517.20,11582.52,11445.17
02/21/2023,11492.30,11640.37,11684.14,11491.18
02/17/2023,11787.27,11777.50,11803.22,11673.21
02/16/2023,11855.83,11896.31,12040.34,11853.36
02/15/2023,12070.59,11905.12,12071.29,11876.82
02/14/2023,11960.15,11808.20,11999.85,11760.56
02/13/2023,11891.79,11759.09,11910.92,11719.73
02/10/2023,11718.12,11714.60,11775.80,11630.54
02/09/2023,11789.58,12069.10,12070.96,11745.11
02/08/2023,11910.52,12069.12,12096.39,11890.09
02/07/2023,12113.79,11891.25,12150.22,11836.78
02/06/2023,11887.45,11904.41,11973.41,11843.49
02/03/2023,12006.95,11946.86,12231.31,11946.86
02/02/2023,12200.82,12065.15,12269.55,12024.14
02/01/2023,11816.32,11573.14,11904.02,11500.33
01/31/2023,11584.55,11398.58,11586.01,11398.37
01/30/2023,11393.81,11512.34,11553.31,11388.54
01/27/2023,11621.71,11470.47,11691.89,11470.27
01/26/2023,11512.41,11458.40,11516.05,11341.19
01/25/2023,11313.36,11146.53,11334.22,11069.18
01/24/2023,11334.27,11302.93,11378.15,11282.65
01/23/2023,11364.41,11171.94,11405.50,11144.03
01/20/2023,11140.43,10924.66,11143.17,10885.65
01/19/2023,10852.27,10890.40,10932.52,10804.57
01/18/2023,10957.01,11170.95,11223.41,10952.05
01/17/2023,11095.11,11070.00,11145.44,11024.72
01/13/2023,11079.16,10906.37,11084.01,10900.16
01/12/2023,11001.10,10969.26,11027.75,10797.12
01/11/2023,10931.67,10794.99,10932.44,10762.73
01/10/2023,10742.63,10607.72,10743.67,10589.59
01/09/2023,10635.65,10662.10,10807.26,10619.12
01/06/2023,10569.29,10363.96,10604.14,10265.04
01/05/2023,10305.24,10390.31,10393.22,10295.25
01/04/2023,10458.76,10467.82,10515.22,10337.64
01/03/2023,10386.98,10562.06,10613.06,10309.16
12/30/2022,10466.48,10368.37,10468.31,10324.70
12/29/2022,10478.09,10321.46,10502.08,10301.06
12/28/2022,10213.29,10339.20,10414.82,10207.47
12/27/2022,10353.23,10462.19,10472.32,10340.73
12/23/2022,10497.86,10437.75,10514.76,10361.82
12/22/2022,10476.12,10586.46,10599.34,10313.32
12/21/2022,10709.37,10592.00,10753.57,10569.20
12/20/2022,10547.11,10490.89,10609.46,10446.82
12/19/2022,10546.03,10707.44,10713.97,10497.55
12/16/2022,10705.41,10767.63,10833.24,10642.10
12/15/2022,10810.53,11012.62,11029.57,10775.61
12/14/2022,11170.89,11248.09,11352.09,11065.24
12/13/2022,11256.81,11542.84,11571.64,11160.54
12/12/2022,11143.74,11015.48,11144.67,10984.82
12/09/2022,11004.62,11038.17,11138.70,10999.26
12/08/2022,11082.00,11011.33,11119.16,10939.47
12/07/2022,10958.55,10963.95,11039.81,10910.62
12/06/2022,11014.89,11228.42,11241.42,10956.20
12/05/2022,11239.94,11380.99,11425.51,11193.02
12/02/2022,11461.50,11308.38,11492.32,11296.72
12/01/2022,11482.45,11475.17,11546.77,11378.75
11/30/2022,11468.00,10995.20,11468.47,10966.53
11/29/2022,10983.78,11060.02,11086.02,10944.37
11/28/2022,11049.50,11147.57,11217.75,11020.69
11/25/2022,11226.36,11231.00,11261.57,11206.38
11/23/2022,11285.32,11174.61,11310.82,11174.61
11/22/2022,11174.41,11058.56,11179.87,10975.66
11/21/2022,11024.51,11091.01,11128.78,10999.75
11/18/2022,11146.06,11257.01,11259.44,11059.16
11/17/2022,11144.96,11008.67,11198.84,11006.21
11/16/2022,11183.66,11260.10,11286.10,11162.92
11/15/2022,11358.41,11474.82,11492.62,11241.15
11/14/2022,11196.22,11233.90,11350.12,11167.17
11/11/2022,11323.33,11124.75,11352.43,11069.83
11/10/2022,11114.15,10869.17,11119.11,10779.95
11/09/2022,10353.17,10531.64,10564.97,10344.01
11/08/2022,10616.20,10611.53,10745.64,10472.73
11/07/2022,10564.52,10516.94,10587.96,10428.91
11/04/2022,10475.25,10548.14,10553.63,10262.93
11/03/2022,10342.94,10399.45,10486.01,10319.54
11/02/2022,10524.80,10885.01,10993.24,10522.90
11/01/2022,10890.85,11154.74,11156.35,10881.19
10/31/2022,10988.15,11028.43,11047.94,10914.00
10/28/2022,11102.45,10766.20,11117.04,10766.20
10/27/2022,10792.67,10971.95,10998.73,10780.50
10/26/2022,10970.99,10969.02,11205.84,10948.38
10/25/2022,11199.12,10996.97,11210.38,10996.97
10/24/2022,10952.61,10867.07,10983.52,10713.33
10/21/2022,10859.72,10576.04,10875.72,10542.43
10/20/2022,10614.84,10657.41,10837.30,10574.55
10/19/2022,10680.51,10689.31,10808.04,10592.88
10/18/2022,10772.40,10963.99,10972.97,10670.12
10/17/2022,10675.80,10575.65,10696.59,10569.69
10/14/2022,10321.39,10742.81,10766.69,10308.81
10/13/2022,10649.15,10131.82,10697.71,10088.83
10/12/2022,10417.10,10437.00,10494.53,10372.21
10/11/2022,10426.19,10484.37,10608.84,10351.98
10/10/2022,10542.10,10659.95,10669.93,10449.04
10/07/2022,10652.40,10877.28,10891.93,10608.52
10/06/2022,11073.31,11129.04,11230.44,11051.27
10/05/2022,11148.64,11022.67,11210.32,10910.76
10/04/2022,11176.41,11054.72,11189.96,11044.04
10/03/2022,10815.43,10659.01,10875.46,10577.89
09/30/2022,10575.62,10697.71,10883.04,10572.33
09/29/2022,10737.51,10894.44,10899.47,10623.22
09/28/2022,11051.64,10817.52,11101.50,10776.34
09/27/2022,10829.50,10955.29,11040.98,10741.02
09/26/2022,10802.92,10833.38,11024.00,10789.05
09/23/2022,10867.93,10952.69,10958.29,10732.72
09/22/2022,11066.81,11167.38,11203.77,11024.64
09/21/2022,11220.19,11466.21,11613.57,11218.99
09/20/2022,11425.05,11440.14,11520.99,11343.72
09/19/2022,11535.02,11338.57,11538.13,11337.83
09/16/2022,11448.40,11401.21,11460.43,11316.92
09/15/2022,11552.36,11633.24,11760.73,11497.11
09/14/2022,11719.68,11680.41,11746.83,11602.76
09/13/2022,11633.57,11908.81,11957.97,11604.43
09/12/2022,12266.41,12174.94,12270.19,12169.28
09/09/2022,12112.31,11958.61,12132.67,11958.61
09/08/2022,11862.13,11679.86,11896.73,11660.53
09/07/2022,11791.90,11559.38,11819.07,11555.08
09/06/2022,11544.91,11643.03,11679.43,11471.50
09/02/2022,11630.86,11899.14,11945.91,11573.51
09/01/2022,11785.13,11707.44,11798.37,11546.52
08/31/2022,11816.20,11972.56,12027.43,11814.17
08/30/2022,11883.14,12093.06,12101.85,11790.02
08/29/2022,12017.67,12021.05,12124.87,11981.42
08/26/2022,12141.71,12630.58,12655.84,12141.52
08/25/2022,12639.27,12506.37,12641.26,12471.98
08/24/2022,12431.53,12375.15,12504.33,12350.16
08/23/2022,12381.30,12380.37,12490.85,12352.03
08/22/2022,12381.57,12523.16,12538.55,12353.73
08/19/2022,12705.22,12832.27,12859.01,12674.87
08/18/2022,12965.34,12937.79,13002.66,12873.49
08/17/2022,12938.12,12968.63,13053.51,12863.01
08/16/2022,13102.55,13082.64,13181.09,12979.24
08/15/2022,13128.05,12996.63,13146.06,12993.78
08/12/2022,13047.19,12866.31,13047.19,12821.22
08/11/2022,12779.91,12987.95,13026.24,12760.09
08/10/2022,12854.80,12793.44,12861.44,12698.61
08/09/2022,12493.93,12557.49,12582.91,12438.86
08/08/2022,12644.46,12703.72,12855.15,12597.75
08/05/2022,12657.55,12538.80,12720.44,12525.77
08/04/2022,12720.58,12675.04,12736.19,12600.78
08/03/2022,12668.16,12433.87,12699.64,12425.21
08/02/2022,12348.76,12479.78,12503.34,12260.48
08/01/2022,12368.98,12317.96,12499.72,12271.98
07/29/2022,12390.69,12239.69,12426.26,12181.13
07/28/2022,12162.59,12036.48,12179.09,11886.67
07/27/2022,12032.42,11756.19,12081.73,11718.38
07/26/2022,11562.57,11701.53,11711.31,11533.37
07/25/2022,11782.67,11837.96,11855.11,11707.53
07/22/2022,11834.11,12025.37,12093.02,11767.19
07/21/2022,12059.61,11914.15,12060.59,11812.72
07/20/2022,11897.65,11726.09,11939.96,11703.36
07/19/2022,11713.15,11515.00,11721.22,11448.97
07/18/2022,11360.05,11561.64,11629.03,11322.84
07/15/2022,11452.42,11379.36,11454.69,11295.33
07/14/2022,11251.19,11151.21,11279.97,11005.93
07/13/2022,11247.58,11056.55,11325.67,11031.27
07/12/2022,11264.73,11420.89,11483.17,11207.08
07/11/2022,11372.60,11524.49,11541.10,11348.06
07/08/2022,11635.31,11503.61,11689.70,11479.77
07/07/2022,11621.35,11422.60,11644.47,11412.88
07/06/2022,11361.85,11337.90,11443.15,11250.32
07/05/2022,11322.24,10964.18,11323.89,10911.45
07/01/2022,11127.85,11006.83,11132.55,10922.71
06/30/2022,11028.74,11048.25,11160.92,10850.01
06/29/2022,11177.89,11160.22,11226.33,11072.19
06/28/2022,11181.54,11542.24,11635.85,11177.68
06/27/2022,11524.55,11661.02,11677.49,11487.07
06/24/2022,11607.62,11351.31,11613.23,11337.78
06/23/2022,11232.19,11137.68,11260.27,11046.28
06/22/2022,11053.08,10941.95,11216.77,10938.06
06/21/2022,11069.30,10974.05,11164.99,10974.05
06/17/2022,10798.35,10697.55,10884.71,10638.72
06/16/2022,10646.10,10806.02,10831.07,10565.14
06/15/2022,11099.15,10968.40,11244.26,10866.39
06/14/2022,10828.35,10897.43,10926.81,10733.04
06/13/2022,10809.23,10986.85,11071.48,10775.14
06/10/2022,11340.02,11543.88,11569.15,11328.27
06/09/2022,11754.23,12016.47,12115.06,11751.98
06/08/2022,12086.27,12147.28,12235.78,12052.70
06/07/2022,12175.23,11925.81,12194.86,11888.61
06/06/2022,12061.37,12200.33,12245.40,12004.20
06/03/2022,12012.73,12097.12,12167.44,11966.62
06/02/2022,12316.90,11945.57,12320.12,11901.45
06/01/2022,11994.46,12176.89,12237.94,11901.43
05/31/2022,12081.39,12137.54,12190.08,11942.50
05/27/2022,12131.13,11869.69,12131.66,11856.82
05/26/2022,11740.65,11409.84,11796.97,11406.16
05/25/2022,11434.74,11225.03,11511.90,11211.85
05/24/2022,11264.45,11326.44,11351.61,11092.48
05/23/2022,11535.27,11395.47,11552.07,11304.56
05/20/2022,11354.62,11542.67,11552.21,11035.69
05/19/2022,11388.50,11364.40,11562.82,11313.31
05/18/2022,11418.15,11790.68,11826.22,11381.69
05/17/2022,11984.52,11887.98,11988.43,11754.28
05/16/2022,11662.79,11727.14,11804.59,11627.53
05/13/2022,11805.00,11555.97,11856.71,11510.26
05/12/2022,11370.96,11199.25,11547.33,11108.76
05/11/2022,11364.24,11645.57,11844.51,11339.18
05/10/2022,11737.67,11900.34,11944.94,11566.28
05/09/2022,11623.25,11923.03,11990.61,11574.94
05/06/2022,12144.66,12246.83,12358.42,11990.15
05/05/2022,12317.69,12787.52,12787.52,12183.56
05/04/2022,12964.86,12574.73,12985.01,12367.02
05/03/2022,12563.76,12511.46,12645.83,12460.99
05/02/2022,12536.02,12331.69,12542.54,12202.41
04/29/2022,12334.64,12710.42,12861.83,12315.74
04/28/2022,12871.53,12712.86,12948.52,12487.86
04/27/2022,12488.93,12500.88,12703.79,12430.90
04/26/2022,12490.74,12918.04,12918.04,12490.74
04/25/2022,13004.85,12749.17,13011.45,12722.59
04/22/2022,12839.29,13168.80,13212.60,12828.02
04/21/2022,13174.65,13623.70,13710.69,13140.83
04/20/2022,13453.07,13665.38,13678.55,13426.12
04/19/2022,13619.66,13312.44,13643.97,13281.22
04/18/2022,13332.36,13319.39,13414.27,13222.03
04/14/2022,13351.08,13647.43,13662.93,13345.22
04/13/2022,13643.59,13373.12,13679.43,13353.66
04/12/2022,13371.57,13584.69,13685.95,13317.74
04/11/2022,13411.96,13547.29,13585.08,13401.39
04/08/2022,13711.00,13830.47,13866.06,13693.69
04/07/2022,13897.30,13861.49,13978.25,13689.23
04/06/2022,13888.82,14002.58,14032.84,13788.90
04/05/2022,14204.17,14262.28,14500.29,14169.12
04/04/2022,14532.55,14304.35,14534.38,14286.45
04/01/2022,14261.50,14269.53,14306.94,14131.81
03/31/2022,14220.52,14444.78,14456.74,14217.72
03/30/2022,14442.27,14558.59,14609.25,14383.45
03/29/2022,14619.64,14500.39,14646.90,14419.40
03/28/2022,14354.90,14177.21,14356.00,14101.34
03/25/2022,14169.30,14194.72,14218.76,14010.79
03/24/2022,14191.84,14001.32,14193.55,13897.20
03/23/2022,13922.60,13990.35,14152.14,13921.65
03/22/2022,14108.82,13866.43,14141.07,13857.29
03/21/2022,13838.46,13860.39,13945.80,13682.55
03/18/2022,13893.84,13564.63,13899.28,13528.06
03/17/2022,13614.78,13360.72,13620.80,13317.14
03/16/2022,13436.55,13119.36,13440.12,12992.20
03/15/2022,12948.62,12685.23,12973.88,12616.59
03/14/2022,12581.22,12795.12,12918.01,12555.35
03/11/2022,12843.81,13229.77,13239.35,12830.37
03/10/2022,13129.96,13098.35,13163.50,12946.28
03/09/2022,13255.55,13113.70,13301.16,13039.79
03/08/2022,12795.55,12800.04,13159.44,12670.08
03/07/2022,12830.96,13328.36,13353.28,12828.02
03/04/2022,13313.44,13455.23,13486.71,13224.98
03/03/2022,13537.94,13837.59,13837.59,13472.64
03/02/2022,13752.02,13597.53,13796.55,13493.90
03/01/2022,13532.46,13716.70,13777.04,13441.32
02/28/2022,13751.40,13570.83,13810.64,13549.90
02/25/2022,13694.62,13485.26,13696.86,13358.29
02/24/2022,13473.58,12587.88,13486.11,12587.88
02/23/2022,13037.49,13511.75,13533.78,13032.17
02/22/2022,13381.52,13424.36,13618.72,13249.65
02/18/2022,13548.07,13735.40,13762.40,13465.56
02/17/2022,13716.72,14004.19,14020.82,13704.70
02/16/2022,14124.09,14038.92,14163.73,13931.99
02/15/2022,14139.76,13997.18,14142.49,13976.29
02/14/2022,13790.92,13768.97,13921.71,13664.76
02/11/2022,13791.15,14213.62,14246.70,13733.16
02/10/2022,14185.64,14228.68,14509.56,14118.20
02/09/2022,14490.37,14368.16,14490.72,14330.87
02/08/2022,14194.45,13984.43,14226.48,13934.78
02/07/2022,14015.67,14118.79,14236.31,13974.10
02/04/2022,14098.01,13958.48,14222.76,13850.39
02/03/2022,13878.82,14045.83,14207.88,13851.74
02/02/2022,14417.55,14494.47,14504.82,14264.65
02/01/2022,14346.00,14277.43,14358.69,14070.77
01/31/2022,14239.88,13812.19,14242.90,13767.71
01/28/2022,13770.57,13436.71,13771.91,13236.56
01/27/2022,13352.78,13710.99,13765.91,13322.66
01/26/2022,13542.12,13871.77,14002.65,13392.19
01/25/2022,13539.29,13610.87,13781.62,13414.14
01/24/2022,13855.13,13481.50,13876.61,13094.65
01/21/2022,13768.92,14046.22,14171.72,13764.24
01/20/2022,14154.02,14462.85,14642.03,14140.78
01/19/2022,14340.26,14582.22,14658.89,14331.65
01/18/2022,14506.90,14681.83,14740.54,14482.94
01/14/2022,14893.75,14708.02,14897.68,14689.43
01/13/2022,14806.81,15245.04,15259.71,14782.24
01/12/2022,15188.39,15263.10,15319.03,15117.29
01/11/2022,15153.45,14919.26,15158.71,14837.63
01/10/2022,14942.83,14751.78,14953.85,14530.23
01/07/2022,14935.90,15095.72,15171.02,14877.63
01/06/2022,15080.86,15024.15,15198.45,14914.87
01/05/2022,15100.17,15547.16,15586.30,15095.18
01/04/2022,15622.72,15852.14,15852.14,15512.41
01/03/2022,15832.80,15732.50,15832.80,15644.09
12/31/2021,15644.97,15722.91,15777.43,15643.93
12/30/2021,15741.56,15758.98,15868.09,15729.16
12/29/2021,15766.22,15794.92,15821.81,15679.85
12/28/2021,15781.72,15895.20,15901.47,15757.07
12/27/2021,15871.26,15696.83,15871.40,15696.83
12/23/2021,15653.37,15544.79,15697.98,15528.91
12/22/2021,15521.89,15319.16,15525.97,15303.06
12/21/2021,15341.09,15140.43,15349.06,15015.03
12/20/2021,14980.94,14933.00,15007.30,14860.04
12/17/2021,15169.68,15036.77,15288.78,14960.37
12/16/2021,15180.43,15629.08,15633.19,15119.49
12/15/2021,15565.58,15230.71,15575.76,15055.23
12/14/2021,15237.64,15215.96,15317.55,15097.35
12/13/2021,15413.28,15621.27,15637.06,15408.25
12/10/2021,15630.60,15629.59,15677.60,15477.85
12/09/2021,15517.37,15720.54,15796.05,15511.12
12/08/2021,15786.99,15690.65,15792.64,15618.88
12/07/2021,15686.92,15510.91,15720.09,15507.66
12/06/2021,15225.15,15117.63,15281.99,14931.61
12/03/2021,15085.47,15428.71,15470.36,14931.06
12/02/2021,15381.32,15181.82,15444.54,15150.12
12/01/2021,15254.05,15752.27,15816.82,15243.93
11/30/2021,15537.69,15716.50,15828.20,15451.39
11/29/2021,15782.83,15719.42,15833.11,15644.61
11/26/2021,15491.66,15664.38,15731.54,15456.09
11/24/2021,15845.23,15677.88,15848.56,15591.36
11/23/2021,15775.14,15809.50,15895.86,15601.46
11/22/2021,15854.76,16120.92,16212.23,15851.04
11/19/2021,16057.44,16042.16,16121.12,16017.23
11/18/2021,15993.71,15973.39,16010.88,15848.83
11/17/2021,15921.57,15973.62,15998.57,15909.39
11/16/2021,15973.86,15840.32,15989.61,15825.00
11/15/2021,15853.85,15894.82,15918.45,15778.31
11/12/2021,15860.96,15752.62,15874.57,15705.38
11/11/2021,15704.28,15752.08,15768.03,15695.77
11/10/2021,15622.71,15753.84,15867.24,15543.68
11/09/2021,15886.54,16024.13,16035.21,15836.68
11/08/2021,15982.36,15995.72,16038.23,15961.81
11/05/2021,15971.59,16003.56,16053.39,15900.78
11/04/2021,15940.31,15849.74,15966.09,15827.66
11/03/2021,15811.58,15658.52,15821.57,15616.44
11/02/2021,15649.60,15583.98,15656.60,15569.27
11/01/2021,15595.92,15541.26,15598.95,15470.82
10/29/2021,15498.39,15323.29,15504.12,15323.29
10/28/2021,15448.12,15304.74,15452.30,15290.31
10/27/2021,15235.84,15276.00,15364.54,15235.84
10/26/2021,15235.71,15317.50,15384.00,15198.23
10/25/2021,15226.71,15165.52,15259.63,15070.75
10/22/2021,15090.20,15158.06,15193.01,15021.02
10/21/2021,15215.70,15104.80,15222.25,15094.14
10/20/2021,15121.68,15160.00,15178.39,15071.15
10/19/2021,15129.09,15073.13,15137.85,15049.73
10/18/2021,15021.81,14839.74,15026.68,14833.28
10/15/2021,14897.34,14891.24,14904.98,14847.96
10/14/2021,14823.43,14717.50,14827.56,14699.52
10/13/2021,14571.64,14537.17,14589.28,14471.87
10/12/2021,14465.92,14539.09,14552.71,14441.60
10/11/2021,14486.20,14540.08,14665.99,14482.61
10/08/2021,14579.54,14694.72,14699.91,14569.68
10/07/2021,14654.02,14631.80,14755.72,14615.14
10/06/2021,14501.91,14289.45,14509.55,14259.07
10/05/2021,14433.83,14312.86,14508.65,14299.78
10/04/2021,14255.48,14493.12,14499.74,14181.69
10/01/2021,14566.70,14494.93,14606.82,14324.01
09/30/2021,14448.58,14582.60,14632.36,14444.30
09/29/2021,14512.44,14614.88,14676.62,14493.67
09/28/2021,14546.68,14787.21,14817.74,14539.88
09/27/2021,14969.97,14954.18,15003.16,14864.96
09/24/2021,15047.70,14961.61,15067.56,14946.57
09/23/2021,15052.24,14960.00,15085.44,14932.51
09/22/2021,14896.85,14800.59,14950.12,14767.01
09/21/2021,14746.40,14803.36,14847.03,14696.47
09/20/2021,14713.90,14758.14,14841.82,14530.07
09/17/2021,15043.97,15163.35,15166.56,14998.73
09/16/2021,15181.92,15120.09,15205.50,15047.14
09/15/2021,15161.53,15071.34,15174.38,14984.68
09/14/2021,15037.76,15168.45,15181.19,15008.30
09/13/2021,15105.58,15211.43,15215.44,15030.85
09/10/2021,15115.49,15332.92,15349.47,15111.31
09/09/2021,15248.25,15296.06,15352.38,15245.17
09/08/2021,15286.64,15360.35,15360.35,15206.61
09/07/2021,15374.33,15375.98,15403.44,15343.28
09/03/2021,15363.52,15313.41,15375.56,15283.67
09/02/2021,15331.18,15358.47,15380.07,15285.35
